URL,Pathophysiological Process,Subject,Predicate,Object
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41531-020-00123-0/MediaObjects/41531_2020_123_Fig1_HTML.png,Endoplasmic_Reticulum_Stress,Endoplasmic_reticulum_stress,results_in,loss_of_proteostasis
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41531-020-00123-0/MediaObjects/41531_2020_123_Fig1_HTML.png,Endoplasmic_Reticulum_Stress,Loss_of_proteostasis,causes,protein_misfolding_and_aggregation
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41531-020-00123-0/MediaObjects/41531_2020_123_Fig1_HTML.png,Mitochondrial_Dysfunction,SARS-CoV-2_infection,triggers,mitochondrial_dysfunction
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41531-020-00123-0/MediaObjects/41531_2020_123_Fig1_HTML.png,Mitochondrial_Dysfunction,Mitochondrial_dysfunction,contributes_to,protein_misfolding_and_aggregation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Neuroinflammation,SARS-CoV-2,causes,neuroinflammation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Neuroinflammation,Neuroinflammation,activates,microglia
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Neuroinflammation,Neuroinflammation,activates,astrocyte
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Oxidative_stress,SARS-CoV-2,induces,oxidative_stress
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Immune_response,SARS-CoV-2,triggers,immune_response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Immune_response,Immune_response,leads_to,systemic_inflammation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Dysregulated_proteostasis,SARS-CoV-2,causes,dysregulated_proteostasis
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,BBB_breakdown,Systemic_inflammation,causes,BBB_breakdown
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Neurodegeneration,Neuroinflammation,leads_to,neurodegeneration
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Neurodegeneration,Lewy_body,contains,α-syn
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Neurodegeneration,α-syn,accumulates_in,DA_neurons
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Vascular_damage,Dysregulated_immune_response,causes,vascular_damage
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40035-023-00337-1/MediaObjects/40035_2023_337_Fig1_HTML.png,Vascular_damage,Pulmonary_thrombus,contributes_to,vascular_damage
https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-1-full.png,Hematogenous_spread,SARS-CoV-2,enters,bloodstream
https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-1-full.png,Hematogenous_spread,Bloodstream,transports,virus_to_CNS
https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-1-full.png,Transmucosal_invasion_through_olfactory_epithelium,SARS-CoV-2,invades,olfactory_epithelium
https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-1-full.png,Transmucosal_invasion_through_olfactory_epithelium,Olfactory_epithelium,provides,pathway_to_CNS
https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-1-full.png,Retrograde_neuronal_dissemination_through_Vagal_and_Trigeminal_nerve_afferents,SARS-CoV-2,travels,via_nerve_afferents
https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-1-full.png,Retrograde_neuronal_dissemination_through_Vagal_and_Trigeminal_nerve_afferents,Nerve_afferents,connect,periphery_to_CNS
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41398-020-00949-5/MediaObjects/41398_2020_949_Fig1_HTML.png,Glial_Cells_Activation,COVID-19,affects,circumventricular_organs
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41398-020-00949-5/MediaObjects/41398_2020_949_Fig1_HTML.png,Glial_Cells_Activation,Lockdown_Psychosocial_Stress,induces,glial_cells_activation
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41398-020-00949-5/MediaObjects/41398_2020_949_Fig1_HTML.png,Glial_Cells_Activation,Glial_cells_activation,leads_to,neuropsychiatric_disorders
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41398-020-00949-5/MediaObjects/41398_2020_949_Fig1_HTML.png,HPA_Axis_Activation,Peripheral_inflammation,activates,HPA
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41398-020-00949-5/MediaObjects/41398_2020_949_Fig1_HTML.png,HPA_Axis_Activation,HPA,releases,inflammatory_cytokines
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41398-020-00949-5/MediaObjects/41398_2020_949_Fig1_HTML.png,HPA_Axis_Activation,Inflammatory_cytokines,impact,pituitary
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41398-020-00949-5/MediaObjects/41398_2020_949_Fig1_HTML.png,Peripheral_Inflammation,COVID-19,causes,peripheral_inflammation
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41398-020-00949-5/MediaObjects/41398_2020_949_Fig1_HTML.png,Peripheral_Inflammation,Peripheral_inflammation,produces,inflammatory_cytokines
https://media.springernature.com/full/springer-static/image/art%3A10.1038%2Fs41398-020-00949-5/MediaObjects/41398_2020_949_Fig1_HTML.png,Peripheral_Inflammation,Inflammatory_cytokines,affect,HPA
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Neuroinflammation,SARS-CoV-2_infection,triggers,cytokine_release
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Neuroinflammation,Cytokine_release,activates,microglia
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Vascular_dysfunction,SARS-CoV-2_infection,causes,blood_clot
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Vascular_dysfunction,Blood_clot,leads_to,hypoperfusion
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Synaptic_dysfunction,SARS-CoV-2_infection,induces,synaptic_dysfunction
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Synaptic_dysfunction,Synaptic_dysfunction,results_in,EEG_slow_wave
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Astrocyte_activation,SARS-CoV-2_infection,triggers,astrocyte_activation
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Astrocyte_activation,Astrocyte_activation,contributes_to,vascular_dysfunction
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Immune_cell_infiltration,SARS-CoV-2_infection,causes,immune_cell_infiltration
https://pbs.twimg.com/media/GWhAHoJWAAA1V-F.jpg:large,Immune_cell_infiltration,Immune_cell_infiltration,exacerbates,neuroinflammation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Neuroinflammation,SARS-CoV-2_infection,causes,neuroinflammation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Direct_neuroinvasion,SARS-CoV-2,invades,olfactory_nerve
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Direct_neuroinvasion,SARS-CoV-2,invades,vagus_nerve
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Neurotropism,SARS-CoV-2,targets,neurons
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Autoimmune_disorders,SARS-CoV-2_infection,triggers,autoimmune_response
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Haematogenous,SARS-CoV-2,enters,bloodstream
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,encephalitis
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,acute_necrotising_encephalopathy
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,myelitis_and_encephalomyelitis
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,anosmia/ageusia
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,ischemic_strokes
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,encephalopathy
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,PTSD_depression
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,fatigue/weakness
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,systemic_insults
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs00134-021-06439-6/MediaObjects/134_2021_6439_Fig1_HTML.png,Major_and_other_complications,SARS-CoV-2_infection,leads_to,Guillain-Barre_syndrome
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Hypoxic/Metabolic_Encephalopathy,MOF,leads_to,Hypoxic/Metabolic_Encephalopathy
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Stroke,Coagulopathy,causes,Stroke
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Inflammatory_Encephalopathy,Inflammation,results_in,Inflammatory_Encephalopathy
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,CNS_Invasion,SARS_CoV-2_Infection,causes,CNS_Invasion
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Viral_Encephalitis,CNS_Invasion,leads_to,Viral_Encephalitis
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Viral_Meningitis,CNS_Invasion,results_in,Viral_Meningitis
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Viral_Endotheliitis,CNS_Invasion,causes,Viral_Endotheliitis
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Anosmia/Ageusia,PNS/muscle_involvement,leads_to,Anosmia/Ageusia
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Neuropathy,PNS/muscle_involvement,results_in,Neuropathy
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Muscle_injury,PNS/muscle_involvement,causes,Muscle_injury
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,Immune-mediated,Post-Infectious,triggers,Immune-mediated
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,GBS_&_Variants,Immune-mediated,leads_to,GBS_&_Variants
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,ADEM,Immune-mediated,results_in,ADEM
https://whn.global/app/uploads/2023/01/ConsequencesofCovInfection.png,ANE,Immune-mediated,causes,ANE
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Tryptophan_Metabolism,SARS-CoV-2,induces,IDO
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Tryptophan_Metabolism,IDO,converts,Tryptophan_to_Kynurenine
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Tryptophan_Metabolism,Kynurenine,crosses,BBB
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Tryptophan_Metabolism,Kynurenine,converts,3-Hydroxykynurenine
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Tryptophan_Metabolism,3-Hydroxykynurenine,converts,3-Hydroxyanthranilic_acid
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Tryptophan_Metabolism,3-Hydroxyanthranilic_acid,converts,Quinolinic_acid
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Neuroinflammation,SARS-CoV-2,causes,Systemic_inflammation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Neuroinflammation,Systemic_inflammation,leads_to,Cytokine_storm
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Neuroinflammation,Cytokine_storm,triggers,Neuroinflammation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Neuroinflammation,Neuroinflammation,causes,Brain_damage
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Oxidative_Stress,Quinolinic_acid,induces,Reactive_Oxygen_Species
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Oxidative_Stress,Reactive_Oxygen_Species,causes,Oxidative_stress
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Oxidative_Stress,Oxidative_stress,leads_to,Brain_damage
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png,Major_Depressive_Disorder,Brain_damage,contributes_to,Major_Depressive_Disorder
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Endothelial_Infection,SARS-CoV-2,causes,endothelial_infection
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Vasoconstriction,Endothelial_infection,leads_to,vasoconstriction
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Oxidative_Stress,Endothelial_infection,induces,oxidative_stress
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Proinflammation,Endothelial_infection,triggers,proinflammation
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Neuronal_Survival,Ang_II,via_ATR2,promotes_neuronal_survival
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Chemosensory_Function,SARS-CoV-2,affects,chemosensory_function
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Up-regulation,SARS-CoV-2,causes,up-regulation
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Protein_Degradation,Up-regulation,increases,protein_degradation
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Apoptosis,Up-regulation,increases,apoptosis
https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML/image_m/fncel-16-977039-g002.jpg,Muscle_Cells_Proliferation,Up-regulation,decreases,muscle_cells_proliferation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Microglial_Activation,Systemic_SARS-CoV-2_infection,triggers,microglial_activation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Microglial_Activation,Microglial_activation,leads_to,cognitive_impairment
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Microglial_Activation,Microglial_activation,decreases,homeostatic_markers
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Microglial_Activation,Microglial_activation,increases,activation_genes
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Astrocyte_Reactivity,Systemic_SARS-CoV-2_infection,triggers,astrocyte_reactivity
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Astrocyte_Reactivity,Astrocyte_reactivity,leads_to,cognitive_impairment
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Astrocyte_Reactivity,Astrocyte_reactivity,increases,reactive_phenotype
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Astrocyte_Reactivity,Astrocyte_reactivity,increases,interferon_signalling
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Oligodendrocyte_Alteration,Systemic_SARS-CoV-2_infection,causes,altered_myelin_homeostasis
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Oligodendrocyte_Alteration,Systemic_SARS-CoV-2_infection,reduces,oligodendrocyte_precursor_cells
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Neuronal_Signalling_Alteration,Systemic_SARS-CoV-2_infection,increases,vagal_nerve_signalling
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Neuronal_Signalling_Alteration,Vagal_nerve_signalling,leads_to,cognitive_impairment
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Neuronal_Signalling_Alteration,Vagal_nerve_signalling,causes,dysautonomia
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41583-023-00769-8/MediaObjects/41583_2023_769_Fig3_HTML.png,Neuronal_Signalling_Alteration,Systemic_SARS-CoV-2_infection,decreases,synaptic_proteins_and_genes
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png,Microglia_Priming,Environmental_hits,induce,DAMPs/PAMPs
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png,Microglia_Priming,DAMPs/PAMPs,prime,microglia
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png,Microglia_Activation,Sars-COV2,activates,ACE2/TLRs
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png,Microglia_Activation,ACE2/TLRs,trigger,cytokines/ROS/CD8_T_cell
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png,Microglia_Activation,Cytokines/ROS/CD8_T_cell,activate,microglia
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png,Inflammaging,Age_accumulated_hits,cause,inflammaging
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png,Inflammaging,Inflammaging,leads_to,sickness
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs12974-021-02282-0/MediaObjects/12974_2021_2282_Fig1_HTML.png,Inflammaging,Inflammaging,leads_to,neurodegeneration
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Direct_infection_of_neural_cells,SARS-CoV-2,infects,neural_cells
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Direct_infection_of_neural_cells,ACE2,mediates,viral_entry
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Blood-brain-barrier_destruction,Epithelial_cell_infection,leads_to,blood-brain-barrier_destruction
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Blood-brain-barrier_destruction,Immune_infiltration,occurs_in,brain
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Systemic_Inflammation,SARS-CoV-2,causes,cytokine_storm
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Systemic_Inflammation,Dysfunctional_myeloid_cells,contribute_to,systemic_inflammation
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Systemic_Inflammation,Antibody_production,affects,blood-brain-barrier
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Systemic_Inflammation,Lymphocyte/NK_abnormality,results_in,lymphopenia
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Thrombosis,Thrombo-inflammation,causes,thrombosis
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Thrombosis,Thrombosis,damages,epithelium
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Ischemia,Respiratory_failure,leads_to,ischemia
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Psychological_stress,Disease_burden,induces,psychological_stress
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs13062-020-00282-3/MediaObjects/13062_2020_282_Fig1_HTML.png,Psychological_stress,Social_distance,contributes_to,psychological_stress
https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,Type_I-IFN_dysregulated_production,SARS-CoV-2_infection,leads_to,Type_I-IFN_dysregulated_production
https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,Inflammatory_response,Type_I-IFN_dysregulated_production,causes,inflammatory_response
https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,Neuro-long_COVID,Inflammatory_response,contributes_to,Neuro-long_COVID
https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,BBB_disruption,Neuro-long_COVID,results_in,BBB_disruption
https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,Antibodies_generation_dysregulation,BBB_disruption,triggers,antibodies_generation_dysregulation
https://www.frontiersin.org/files/Articles/1039427/fimmu-13-1039427-HTML/image_m/fimmu-13-1039427-g001.jpg,Neurological_degeneration,Antibodies_generation_dysregulation,leads_to,neurological_degeneration
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41392-021-00818-7/MediaObjects/41392_2021_818_Fig4_HTML.png,Cytokine_Storm,SARS-CoV-2_infection,induces,cytokine_storm
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41392-021-00818-7/MediaObjects/41392_2021_818_Fig4_HTML.png,Cytokine_Storm,Cytokine_storm,activates,peripheral_immune_cells
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41392-021-00818-7/MediaObjects/41392_2021_818_Fig4_HTML.png,Cytokine_Storm,Peripheral_immune_cells,release,IL-6_TNF-α_CCL-7
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41392-021-00818-7/MediaObjects/41392_2021_818_Fig4_HTML.png,BBB_Dysfunction,Cytokine_storm,causes,BBB_dysfunction
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41392-021-00818-7/MediaObjects/41392_2021_818_Fig4_HTML.png,BBB_Dysfunction,BBB_dysfunction,allows,SARS-CoV-2_entry
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41392-021-00818-7/MediaObjects/41392_2021_818_Fig4_HTML.png,BBB_Dysfunction,SARS-CoV-2_entry,leads_to,peripheral_immune_infiltrate
https://media.springernature.com/lw1200/springer-static/image/art%3A10.1038%2Fs41392-021-00818-7/MediaObjects/41392_2021_818_Fig4_HTML.png,Microglia_Activation,Peripheral_immune_infiltrate,activates,microglia
